Collection ID,Artist (Japanese),Artist (English),Title (Japanese),Title (English),Label,Catalog Number,Year,Format,Country,Genre,Retail Price (JPY),Notes,Source Photo,Cover Image Filename,Discogs URL,Cover Source,Cover Status,Research Notes,Obi,Shelf Location,Vinyl Condition,Sleeve Condition,Inserts,Purchase Date,Price Paid,Purchase Currency,Verification Issues,Verification Status,Last Updated,Album Summary,Summary Source,Summary Source Label,Artist Info URL,Artist Info Label
125,山下達郎,Tatsuro Yamashita,,Greatest Hits! Of Tatsuro Yamashita,,,,LP,,,,,IMG_3250.jpg,125_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,reference_photo,Identified from the front sleeve in IMG_3250.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Greatest Hits! Of Tatsuro Yamashita by Tatsuro Yamashita, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E5%B1%B1%E4%B8%8B%E9%81%94%E9%83%8E/74493141?uo=4,Artist on Apple Music
126,荒井由実,Yumi Arai,ミスリム,Misslim,Express,,1974,LP,,Pop,,,IMG_3250.jpg,126_official_front.jpg,,https://music.apple.com/jp/album/misslim/1436010441?uo=4,official,Identified from the front sleeve in IMG_3250.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Misslim by Yumi Arai, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3250.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E8%8D%92%E4%BA%95%E7%94%B1%E5%AE%9F/81316604?uo=4,Artist on Apple Music
127,石黒ケイ,Kei Ishiguro,アドリブ,Adlib,Victor,,1980,LP,,Pop,,,IMG_3250.jpg,127_official_front.jpg,,https://music.apple.com/jp/album/adlib/1304789616?uo=4,official,Identified from the front sleeve in IMG_3250.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.hmv.co.jp/news/article/1008120060/,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Kei Ishiguro’s fourth album, Adlib, was released in 1980. The sessions feature jazz musicians including saxophonist Art Pepper.",https://www.hmv.co.jp/news/article/1008120060/,HMV album feature,https://music.apple.com/jp/artist/%E7%9F%B3%E9%BB%92%E3%82%B1%E3%82%A4/75313854?uo=4,Artist on Apple Music
128,杏里,Anri,思いきりアメリカン,"Omoikiri American: I Love Poppin' World, Anri",,,1982,LP,,Pop,,,IMG_3251.jpg,128_official_front.jpg,,https://music.apple.com/jp/album/%E6%80%9D%E3%81%84%E3%81%8D%E3%82%8A%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E3%83%B3i-love-poping-world-anri/844393212?uo=4,official,Identified from the front sleeve in IMG_3251.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Omoikiri American: I Love Poppin' World, Anri by Anri, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%9D%8F%E9%87%8C/141989016?uo=4,Artist on Apple Music
129,ハイ・ファイ・セット,Hi-Fi Set,ファッショナブル・ラヴァー,Fashionable Lover,Express,,,LP,,Pop,,,IMG_3251.jpg,129_official_front.jpg,,https://music.apple.com/jp/album/%E3%83%95%E3%82%A1%E3%83%83%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%96%E3%83%AB-%E3%83%A9%E3%83%B4%E3%82%A1%E3%83%BC/1536764651?uo=4,official,Identified from the front sleeve in IMG_3251.jpg. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Fashionable Lover by Hi-Fi Set, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E3%83%8F%E3%82%A4-%E3%83%95%E3%82%A1%E3%82%A4-%E3%82%BB%E3%83%83%E3%83%88/74568160?uo=4,Artist on Apple Music
130,藤圭子,Keiko Fuji,演歌の旅 緋牡丹博徒,Enka no Tabi: Hibotan Bakuto,RCA,,,LP,,,,,IMG_3251.jpg,130_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,reference_photo,Identified from the front sleeve in IMG_3251.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Enka no Tabi: Hibotan Bakuto by Keiko Fuji, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,Collection notes from reference photograph,https://www.discogs.com/artist/1070643,Discogs artist profile
131,和田アキ子,Akiko Wada,,Akiko Wada (green blouse portrait sleeve),RCA,,,LP,,,,,IMG_3251.jpg,131_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,reference_photo,Identified from the front sleeve in IMG_3251.jpg.,,,,,,,,,Exact title needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Akiko Wada (green blouse portrait sleeve). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E5%92%8C%E7%94%B0%E3%82%A2%E3%82%AD%E5%AD%90/79156915?uo=4,Artist on Apple Music
132,キャンディーズ,Candies,,The Best,CBS/Sony,,,LP,,,,,IMG_3251.jpg,132_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,reference_photo,Identified from the front sleeve in IMG_3251.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Candies compilation titled The Best. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%87%E3%82%A3%E3%83%BC%E3%82%BA/555222297?uo=4,Artist on Apple Music
133,木之内みどり,Midori Kinouchi,全曲集,Best 24: Zenkyokushu,,,,LP,,,,,IMG_3251.jpg,133_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,reference_photo,Identified from the front sleeve in IMG_3251.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Midori Kinouchi compilation titled Best 24: Zenkyokushu. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,Collection notes from reference photograph,,
134,南沙織,Saori Minami,THE BEST /again 南沙織,The Best / Again,CBS/Sony,,1981,LP,,,,,IMG_3251.jpg,134_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,reference_photo,Identified from the front sleeve in IMG_3251.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Metadata source: https://www.sonymusic.co.jp/Music/Info/cynthia/disco/album/a39.html,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Released in November 1981, The Best / Again collects fourteen Saori Minami songs, including 17-sai, Irozuku Machi and the Japanese version of Goodbye Girl.",https://www.sonymusic.co.jp/Music/Info/cynthia/disco/album/a39.html,Sony Music official discography,https://www.sonymusic.co.jp/Music/Info/cynthia/,Sony Music artist profile
135,吉田拓郎,Takuro Yoshida,王様達のハイキング・イン・武道館,Live '82: Osamatachi no Hiking in Budokan,,,,LP,,,,,IMG_3251.jpg,135_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,reference_photo,Identified from the front sleeve in IMG_3251.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Live '82: Osamatachi no Hiking in Budokan by Takuro Yoshida, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3251.jpg,Collection notes from reference photograph,,
136,丸山圭子,Keiko Maruyama,黄昏めもりい,Tasogare Memory,King,SKD-1036,1976,LP,,Pop,,,IMG_3252.jpg,136_official_front.jpg,,https://music.apple.com/jp/album/tasogare-memory/1655086395?uo=4,official,Identified from the front sleeve in IMG_3252.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi. Metadata source: https://www.stereo-records.com/detail.php?itemCd=88496,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Keiko Maruyama’s 1976 album Tasogare Memory includes Dozo Kono Mama, Rhapsody in Blue and Bye Bye. This sleeve shows King catalogue number SKD-1036.",https://www.stereo-records.com/detail.php?itemCd=88496,Stereo Records release listing,https://music.apple.com/jp/artist/%E4%B8%B8%E5%B1%B1%E5%9C%AD%E5%AD%90/204557857?uo=4,Artist on Apple Music
137,浅田美代子,Miyoko Asada,ヒット全曲集,Hit Zenkyokushu,CBS/Sony,,,LP,,,,,IMG_3252.jpg,137_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3252.jpg,reference_photo,Identified from the front sleeve in IMG_3252.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Miyoko Asada compilation titled Hit Zenkyokushu. The photographed sleeve identifies the collection; its exact pressing and track list still need checking.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3252.jpg,Collection notes from reference photograph,,
138,赤い鳥,The Red Birds (Akai Tori),竹田の子守唄,Takeda no Komoriuta,Liberty,,1971,LP,,Pop,,,IMG_3252.jpg,138_official_front.jpg,,https://music.apple.com/jp/album/%E7%AB%B9%E7%94%B0%E3%81%AE%E5%AD%90%E5%AE%88%E5%94%84/1536765405?uo=4,official,Identified from the front sleeve in IMG_3252.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Takeda no Komoriuta by The Red Birds, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3252.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E8%B5%A4%E3%81%84%E9%B3%A5/207332572?uo=4,Artist on Apple Music
139,松任谷由実,Yumi Matsutoya,リ・インカーネイション,Reincarnation,Express,,1983,LP,,Pop,,,IMG_3252.jpg,139_official_front.jpg,,https://music.apple.com/jp/album/reincarnation/1436015852?uo=4,official,Identified from the front sleeve in IMG_3252.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Reincarnation by Yumi Matsutoya, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3252.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%9D%BE%E4%BB%BB%E8%B0%B7%E7%94%B1%E5%AE%9F/76458419?uo=4,Artist on Apple Music
140,美空ひばり,Hibari Misora,,Title to verify (white kimono and moon sleeve),Columbia,,,LP,,,,,IMG_3253.jpg,140_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3253.jpg,reference_photo,Identified from the front sleeve in IMG_3253.jpg.,,,,,,,,,Exact title needs a back-cover or label photo | Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,Collection note: Title to verify (white kimono and moon sleeve). Identification is incomplete; the original reference photograph is retained for checking the sleeve and labels.,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3253.jpg,Collection notes from reference photograph,https://en.wikipedia.org/wiki/Hibari_Misora,Wikipedia
141,二葉百合子,Yuriko Futaba,演歌大劇場,Enka Daigekijo,King,,,LP,,,,,IMG_3253.jpg,141_reference_crop.jpg,,https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3253.jpg,reference_photo,Identified from the front sleeve in IMG_3253.jpg.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed | Release year unverified,Needs verification,2026-09-18,"Collection note: Enka Daigekijo by Yuriko Futaba, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3253.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E4%BA%8C%E8%91%89%E7%99%BE%E5%90%88%E5%AD%90/1535229692?uo=4,Artist on Apple Music
142,森進一,Shinichi Mori,再会,Saikai,Victor,,1971,LP,,Kayokyoku,,,IMG_3253.jpg,142_official_front.jpg,,https://music.apple.com/jp/album/saikai/1538372864?uo=4,official,Identified from the front sleeve in IMG_3253.jpg. Year is the album/release date from the cited discography or digital catalogue; the physical pressing date remains unconfirmed. Published artwork visually compared with the reference sleeve; digital artwork may omit the original obi.,,,,,,,,,Exact pressing and catalogue number need label verification | Track list not yet transcribed,Needs verification,2026-09-18,"Collection note: Saikai by Shinichi Mori, identified from the photographed sleeve. Exact pressing details and the track list remain to be checked.",https://github.com/richardmands/record_collection/blob/main/data/reference-photos/IMG_3253.jpg,Collection notes from reference photograph,https://music.apple.com/jp/artist/%E6%A3%AE-%E9%80%B2%E4%B8%80/275368573?uo=4,Artist on Apple Music
